Region/country/area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.7,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Mozambique,52.0,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95,72.95
Myanmar,26.49,31.98,28.89,31.07,32.85,33.7,38.11,45.59,45.89,45.06,43.64,45.11,44.54,48.63,52.38,47.87,49.22,51.61,56.3,58.35,58.35,58.35,58.35,58.35
Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Nauru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,7.03,7.03,7.03,6.43,6.99,7.11,7.11
Netherlands,93.46,97.04,102.13,100.89,95.94,107.68,128.99,228.97,338.58,358.8,374.6,366.24,391.17,444.67,427.19,453.8,433.74,450.26,438.04,429.43,475.6,541.72,540.21,540.21
New Caledonia,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
New Zealand,85.0,85.0,118.0,126.0,126.0,139.0,141.0,143.0,145.0,142.0,142.0,144.0,144.0,144.0,148.0,149.0,146.0,150.0,150.0,150.0,144.0,144.0,144.0,145.0
Nicaragua,27.8,27.8,40.8,65.3,121.8,121.8,121.8,121.8,121.8,121.8,121.8,121.8,133.8,133.8,133.8,133.7,178.51,178.51,178.51,220.11,220.11,220.11,220.11,220.11
Niger (the),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigeria,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,6.0,6.0,6.03,6.03,7.54,7.54,9.05,9.05,9.05,9.05,12.8,21.05,21.05,21.05
Niue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,7.0,8.2,9.8,10.4,11.0,13.5,13.5
Norway,35.0,35.0,101.0,107.0,95.0,79.0,79.0,94.0,94.0,94.0,92.0,96.0,96.0,96.0,96.0,96.0,37.0,37.0,37.0,34.0,31.0,33.9,33.9,33.9
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,215.6,215.6,221.6,221.6,226.6,226.6,226.6,242.9,262.1,262.1,262.2,262.2,262.51,268.51,324.51,332.91,374.06,374.07,432.07,432.07,432.07,432.07,432.07,432.07
Palau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panama,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,68.1,68.1,68.1,68.1,68.1,71.37,103.37
Papua New Guinea,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,16.41,18.31,18.31,18.31,18.31,18.31,18.31,18.31,18.31,18.31,18.31,18.31
Paraguay,0.0,0.26,0.26,0.26,0.26,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,39.42,39.42,39.42,39.42,39.42,39.42,41.42,41.42,41.42,41.42,41.42
Peru,35.0,35.0,35.0,43.4,43.4,43.4,43.4,30.4,40.2,75.2,65.2,97.0,131.25,154.0,154.25,196.85,186.1,196.1,196.6,218.31,218.31,186.91,202.66,202.66
Philippines,7.5,7.58,7.58,7.58,7.58,8.28,8.38,10.13,11.38,51.15,102.45,104.33,124.13,130.63,142.63,232.63,258.53,276.03,341.28,393.28,513.18,519.18,633.08,614.81
Poland,16.0,27.0,29.0,41.0,48.0,55.0,57.0,73.0,92.0,110.4,134.4,277.4,583.4,735.4,816.4,953.4,952.4,938.39,961.01,965.04,995.6,1054.39,1172.15,1186.15
Portugal,220.0,215.0,234.0,225.0,230.0,281.0,287.0,303.0,306.0,362.0,507.0,522.0,530.0,513.0,522.0,537.0,545.0,541.29,607.16,661.59,674.21,675.86,665.53,664.53
Puerto Rico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.4,2.4,4.8,4.8,4.8,4.8
Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Romania,251.0,151.0,3.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,20.0,30.0,35.0,46.0,94.0,118.0,123.0,140.47,141.36,138.85,165.36,140.42,184.58,184.58
Russia,1241.43,1282.73,1254.73,1262.83,1277.5,1266.83,1266.83,1262.83,1252.55,1234.15,1197.15,1197.15,1197.15,1197.15,1370.0,1370.0,1370.0,1372.5,1372.5,1372.5,1372.5,1372.5,1372.5,1372.5
Rwanda,1.1,1.1,1.1,1.1,1.1,1.1,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
Réunion,23.0,23.0,23.0,23.0,32.0,32.0,42.0,42.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,45.3,46.4,46.4,87.4,87.4,87.4,87.4,86.24,86.24
Saint Barthélemy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Lucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
Saint Martin (French Part),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Pierre and Miquelon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samoa,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.76,0.75
Sao Tome and Principe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Senegal,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.6,5.6,5.8,10.8,14.6,18.6,28.14,30.91,36.1,38.83,38.83
Seychelles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8
Singapore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,26.0,40.0,40.6,41.1,40.2,37.3,35.3,47.3,37.0,49.01
Sint Maarten (Dutch Part),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,0.0,6.0,46.0,46.0,46.0,46.0,110.0,137.0,151.0,164.0,178.0,192.0,210.0,211.0,231.0,236.0,243.0,240.0,237.0,220.0,219.0,244.0,257.0,257.0
Slovenia,17.0,18.0,18.0,16.0,18.0,18.0,20.0,22.0,57.0,50.0,47.0,54.0,59.0,59.0,62.0,63.0,60.0,61.8,60.4,60.4,66.75,67.4,67.4,96.4
Solomon Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76
Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Africa,241.7,241.7,241.7,241.7,241.7,241.7,241.7,245.9,245.9,245.9,245.9,245.96,245.96,245.96,245.96,250.69,255.69,259.69,264.69,264.69,264.69,264.69,264.69,264.69
South Georgia and the South Sandwich Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,180.38,203.34,346.07,431.03,462.97,490.34,532.42,549.31,532.78,682.29,739.24,780.7,868.85,895.92,915.48,917.68,920.26,923.55,936.77,991.55,1143.67,1144.65,1145.16,1145.16
Sri Lanka,0.39,0.39,0.39,0.39,1.39,2.39,2.39,2.39,12.39,12.39,12.39,11.5,11.5,13.0,20.0,20.1,24.11,26.11,27.1,40.1,40.1,40.11,40.11,40.11
State of Palestine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.34,0.34,0.34,0.34
Sudan,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0
Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Sweden,1508.0,1797.0,1690.0,1690.0,2218.0,3096.0,3754.0,3122.0,3313.0,3687.0,3728.0,3929.0,4055.0,3673.0,4253.0,4278.0,4286.0,4255.0,4455.0,4731.0,3839.0,3990.0,4171.0,4171.0
Switzerland,33.0,32.0,33.0,33.0,32.0,34.0,32.0,32.0,32.0,32.0,32.0,32.0,33.0,33.0,32.0,29.0,29.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0
Syria,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71,6.71
Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanzania,31.2,31.2,31.2,40.7,40.7,39.9,39.9,39.9,40.4,40.4,51.4,63.9,66.4,66.4,70.16,67.66,67.69,70.19,70.19,70.19,70.19,70.19,70.19,70.19
Thailand,597.6,597.6,606.9,613.2,733.5,757.4,1044.03,1379.33,1620.54,1687.9,1753.7,1949.4,2153.4,2586.7,2763.3,3099.1,3249.56,3632.7,3878.18,3940.12,4074.62,4281.86,4417.45,4524.46
Timor-Leste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.05
Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tokelau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turks and Caicos Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuvalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Türkiye,76.0,76.0,81.0,81.0,81.0,81.0,86.0,88.0,102.0,102.0,118.0,99.0,142.0,172.0,221.0,271.0,359.0,471.8,586.24,781.28,1095.18,1528.74,1806.83,1946.83
Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,16.0,36.0,54.0,64.5,64.5,76.4,96.2,96.2,96.2,96.2,96.2,96.2
Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,1.7,4.2,4.2,13.2,31.2,50.2,53.2,60.0,73.0,97.62,180.0,212.0,275.0,275.0,301.0
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.4,13.7
United Kingdom,601.0,636.0,690.0,954.0,1105.0,1374.0,1451.0,1517.0,1473.0,1724.0,1953.0,2953.0,2860.0,3518.0,3900.0,4343.0,4735.87,4967.51,6476.03,6574.75,6587.77,6665.32,6707.94,6704.08
United States,5627.1,7133.0,7159.2,7186.6,7514.9,7635.0,7911.8,8620.9,8834.9,9028.8,9186.2,9374.5,10115.5,11169.5,11304.5,11845.2,11776.5,11715.4,11499.1,10992.6,10828.0,10275.6,10076.2,9964.2
United States Virgin Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,15.23,15.23,13.73,13.45,13.45,14.45,14.45,172.6,172.6,172.6,235.6,243.1,247.1,417.9,418.5,428.5,428.5,417.0,423.2,423.27,423.27,423.42,423.42,737.42
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,2.74,2.74,2.74,2.74,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
Venezuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,56.0,56.0,56.0
Viet Nam,125.0,125.0,125.0,125.0,125.0,127.43,127.43,127.43,127.43,127.43,127.43,127.43,127.43,127.43,195.43,220.43,256.43,273.43,377.25,384.57,385.07,368.57,377.47,377.47
Yemen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01
Zambia,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8,42.8
Zimbabwe,61.5,61.5,81.5,81.5,81.5,81.5,81.5,81.5,81.5,82.0,82.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
